round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,batch_size,optimizer,lr
5,0.04367224499583244,0.04367224499583244,0.1545630395412445,0.04060162603855133,0.04060162603855133,0.15001238882541656,50,relu,0.05,75,32,relu,75,relu,0.0,32,5,256,adam,1e-05
5,0.03888053447008133,0.03888053447008133,0.1452869176864624,0.03641485795378685,0.03641485795378685,0.14113754034042358,50,relu,0.05,75,32,relu,75,relu,0.0,64,5,256,adam,0.001
5,0.041404228657484055,0.041404228657484055,0.15070036053657532,0.038661882281303406,0.038661882281303406,0.14635291695594788,50,relu,0.05,75,32,relu,75,relu,0.0,64,5,256,adam,0.0001
5,0.051919203251600266,0.051919203251600266,0.1695234179496765,0.048503417521715164,0.048503417521715164,0.16514770686626434,50,relu,0.05,75,32,relu,75,relu,0.0,64,5,256,adam,1e-05
5,0.05083828791975975,0.05083828791975975,0.16612252593040466,0.04677846282720566,0.04677846282720566,0.16008351743221283,50,relu,0.05,75,32,relu,75,relu,0.05,32,5,256,adam,0.001
5,0.04880864918231964,0.04880864918231964,0.16351470351219177,0.044902700930833817,0.044902700930833817,0.15779350697994232,50,relu,0.05,75,32,relu,75,relu,0.05,32,5,256,adam,0.0001
5,0.047177448868751526,0.047177448868751526,0.1602557897567749,0.043625134974718094,0.043625134974718094,0.15476205945014954,50,relu,0.05,75,32,relu,75,relu,0.05,32,5,256,adam,1e-05
5,0.04816235229372978,0.04816235229372978,0.16359810531139374,0.04514022916555405,0.04514022916555405,0.15972605347633362,50,relu,0.05,75,32,relu,75,relu,0.05,64,5,256,adam,0.001
5,0.043232113122940063,0.043232113122940063,0.1538654863834381,0.04025456681847572,0.04025456681847572,0.1494755744934082,50,relu,0.05,75,32,relu,75,relu,0.05,64,5,256,adam,0.0001
5,0.04625462368130684,0.04625462368130684,0.15942181646823883,0.04273990914225578,0.04273990914225578,0.15421514213085175,50,relu,0.05,75,32,relu,75,relu,0.05,64,5,256,adam,1e-05
5,0.044921308755874634,0.044921308755874634,0.1581694781780243,0.04221847280859947,0.04221847280859947,0.15453177690505981,50,relu,0.05,75,32,relu,75,relu,0.1,32,5,256,adam,0.001
5,0.04226953536272049,0.04226953536272049,0.15364712476730347,0.039161257445812225,0.039161257445812225,0.14951066672801971,50,relu,0.05,75,32,relu,75,relu,0.1,32,5,256,adam,0.0001
5,0.04333360120654106,0.04333360120654106,0.1545451283454895,0.0405096597969532,0.0405096597969532,0.15048561990261078,50,relu,0.05,75,32,relu,75,relu,0.1,32,5,256,adam,1e-05
5,0.0488460548222065,0.0488460548222065,0.16567622125148773,0.046091556549072266,0.046091556549072266,0.1624756157398224,50,relu,0.05,75,32,relu,75,relu,0.1,64,5,256,adam,0.001
5,0.04628169536590576,0.04628169536590576,0.15889115631580353,0.04284990206360817,0.04284990206360817,0.15397846698760986,50,relu,0.05,75,32,relu,75,relu,0.1,64,5,256,adam,0.0001
5,0.049850691109895706,0.049850691109895706,0.16624923050403595,0.04667975381016731,0.04667975381016731,0.1618543565273285,50,relu,0.05,75,32,relu,75,relu,0.1,64,5,256,adam,1e-05
5,0.038605351001024246,0.038605351001024246,0.14474789798259735,0.0355394221842289,0.0355394221842289,0.13947536051273346,50,relu,0.05,75,64,relu,50,relu,0.0,32,5,256,adam,0.001
5,0.035214826464653015,0.035214826464653015,0.13756653666496277,0.032161496579647064,0.032161496579647064,0.1317635178565979,50,relu,0.05,75,64,relu,50,relu,0.0,32,5,256,adam,0.0001
5,0.047219712287187576,0.047219712287187576,0.1615779995918274,0.04429607093334198,0.04429607093334198,0.15780380368232727,50,relu,0.05,75,64,relu,50,relu,0.0,32,5,256,adam,1e-05
5,0.03882617875933647,0.03882617875933647,0.14575117826461792,0.03575517609715462,0.03575517609715462,0.14074459671974182,50,relu,0.05,75,64,relu,50,relu,0.0,64,5,256,adam,0.001
5,0.04982929304242134,0.04982929304242134,0.1673029065132141,0.047240205109119415,0.047240205109119415,0.1645870804786682,50,relu,0.05,75,64,relu,50,relu,0.0,64,5,256,adam,0.0001
5,0.05097132921218872,0.05097132921218872,0.1676800549030304,0.0475885272026062,0.0475885272026062,0.16329602897167206,50,relu,0.05,75,64,relu,50,relu,0.0,64,5,256,adam,1e-05
5,0.04320986196398735,0.04320986196398735,0.1539991796016693,0.039942990988492966,0.039942990988492966,0.1494327336549759,50,relu,0.05,75,64,relu,50,relu,0.05,32,5,256,adam,0.001
5,0.05262196436524391,0.05262196436524391,0.17085450887680054,0.04930073395371437,0.04930073395371437,0.16693904995918274,50,relu,0.05,75,64,relu,50,relu,0.05,32,5,256,adam,0.0001
5,0.04914712533354759,0.04914712533354759,0.16392438113689423,0.045628271996974945,0.045628271996974945,0.1588565558195114,50,relu,0.05,75,64,relu,50,relu,0.05,32,5,256,adam,1e-05
5,0.05386717990040779,0.05386717990040779,0.17377787828445435,0.05096704512834549,0.05096704512834549,0.17092180252075195,50,relu,0.05,75,64,relu,50,relu,0.05,64,5,256,adam,0.001
5,0.0346682034432888,0.0346682034432888,0.13645078241825104,0.03161116689443588,0.03161116689443588,0.13071277737617493,50,relu,0.05,75,64,relu,50,relu,0.05,64,5,256,adam,0.0001
5,0.04902798682451248,0.04902798682451248,0.16462036967277527,0.04534989967942238,0.04534989967942238,0.15965616703033447,50,relu,0.05,75,64,relu,50,relu,0.05,64,5,256,adam,1e-05
5,0.03882037475705147,0.03882037475705147,0.14564241468906403,0.03606770932674408,0.03606770932674408,0.14118964970111847,50,relu,0.05,75,64,relu,50,relu,0.1,32,5,256,adam,0.001
5,0.037015099078416824,0.037015099078416824,0.1407260149717331,0.03355337306857109,0.03355337306857109,0.13439473509788513,50,relu,0.05,75,64,relu,50,relu,0.1,32,5,256,adam,0.0001
5,0.025339709594845772,0.025339709594845772,0.1152464747428894,0.022815803065896034,0.022815803065896034,0.10952667146921158,50,relu,0.05,75,64,relu,50,relu,0.1,32,5,256,adam,1e-05
5,0.05298581346869469,0.05298581346869469,0.17176614701747894,0.050137896090745926,0.050137896090745926,0.16855597496032715,50,relu,0.05,75,64,relu,50,relu,0.1,64,5,256,adam,0.001
5,0.04628835618495941,0.04628835618495941,0.1597127765417099,0.04334475100040436,0.04334475100040436,0.15564973652362823,50,relu,0.05,75,64,relu,50,relu,0.1,64,5,256,adam,0.0001
5,0.0499831847846508,0.0499831847846508,0.16521026194095612,0.04671022668480873,0.04671022668480873,0.160451278090477,50,relu,0.05,75,64,relu,50,relu,0.1,64,5,256,adam,1e-05
5,0.04696257412433624,0.04696257412433624,0.16160954535007477,0.044006265699863434,0.044006265699863434,0.15794016420841217,50,relu,0.05,75,64,relu,75,relu,0.0,32,5,256,adam,0.001
5,0.05103789269924164,0.05103789269924164,0.16854195296764374,0.04788355901837349,0.04788355901837349,0.16457466781139374,50,relu,0.05,75,64,relu,75,relu,0.0,32,5,256,adam,0.0001
5,0.051030050963163376,0.051030050963163376,0.16720257699489594,0.047626085579395294,0.047626085579395294,0.16252776980400085,50,relu,0.05,75,64,relu,75,relu,0.0,32,5,256,adam,1e-05
5,0.057375624775886536,0.057375624775886536,0.1770409792661667,0.05321047082543373,0.05321047082543373,0.17176727950572968,50,relu,0.05,75,64,relu,75,relu,0.0,64,5,256,adam,0.001
5,0.032706405967473984,0.03270640969276428,0.1325758695602417,0.02964230440557003,0.02964230440557003,0.1265348494052887,50,relu,0.05,75,64,relu,75,relu,0.0,64,5,256,adam,0.0001
5,0.04920250549912453,0.04920250549912453,0.16538123786449432,0.04604189842939377,0.04604189842939377,0.16136528551578522,50,relu,0.05,75,64,relu,75,relu,0.0,64,5,256,adam,1e-05
5,0.0478532537817955,0.0478532537817955,0.16017235815525055,0.04400910809636116,0.04400910809636116,0.15414322912693024,50,relu,0.05,75,64,relu,75,relu,0.05,32,5,256,adam,0.001
5,0.05014762654900551,0.05014762654900551,0.16591091454029083,0.04664488509297371,0.04664488509297371,0.16084523499011993,50,relu,0.05,75,64,relu,75,relu,0.05,32,5,256,adam,0.0001
5,0.03796381130814552,0.03796381130814552,0.14442971348762512,0.034998420625925064,0.034998420625925064,0.13932181894779205,50,relu,0.05,75,64,relu,75,relu,0.05,32,5,256,adam,1e-05
5,0.044346023350954056,0.044346023350954056,0.15531732141971588,0.04125339910387993,0.04125339910387993,0.15046191215515137,50,relu,0.05,75,64,relu,75,relu,0.05,64,5,256,adam,0.001
5,0.047806285321712494,0.047806285321712494,0.16235093772411346,0.04445461556315422,0.04445461556315422,0.15750442445278168,50,relu,0.05,75,64,relu,75,relu,0.05,64,5,256,adam,0.0001
5,0.0428185909986496,0.0428185909986496,0.15124168992042542,0.03918766975402832,0.03918766975402832,0.14507222175598145,50,relu,0.05,75,64,relu,75,relu,0.05,64,5,256,adam,1e-05
5,0.04421886429190636,0.04421886429190636,0.15528269112110138,0.040406111627817154,0.040406111627817154,0.14939506351947784,50,relu,0.05,75,64,relu,75,relu,0.1,32,5,256,adam,0.001
5,0.04246847704052925,0.04246847704052925,0.1528419405221939,0.039528995752334595,0.039528995752334595,0.14834418892860413,50,relu,0.05,75,64,relu,75,relu,0.1,32,5,256,adam,0.0001
5,0.044063467532396317,0.044063467532396317,0.1548779308795929,0.04073397070169449,0.04073397070169449,0.1494259536266327,50,relu,0.05,75,64,relu,75,relu,0.1,32,5,256,adam,1e-05
5,0.041827552020549774,0.041827552020549774,0.15232859551906586,0.03922691196203232,0.03922691196203232,0.14832599461078644,50,relu,0.05,75,64,relu,75,relu,0.1,64,5,256,adam,0.001
5,0.035009339451789856,0.035009339451789856,0.13821016252040863,0.03232784569263458,0.03232784569263458,0.1334378719329834,50,relu,0.05,75,64,relu,75,relu,0.1,64,5,256,adam,0.0001
5,0.033758744597435,0.033758744597435,0.1347934454679489,0.030980059877038002,0.030980059877038002,0.12950517237186432,50,relu,0.05,75,64,relu,75,relu,0.1,64,5,256,adam,1e-05
5,0.05406986176967621,0.05406986176967621,0.17407290637493134,0.05110989883542061,0.05110989883542061,0.1710669994354248,50,relu,0.1,50,32,relu,50,relu,0.0,32,5,256,adam,0.001
