round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
254,0.00021541942260228097,0.00021541942260228097,0.006297586020082235,0.00018203827494289726,0.00018203827494289726,0.00565802026540041,50,tanh,32,elu,256,200,20,adam,0.0001
417,0.0002066751621896401,0.0002066751621896401,0.006108914036303759,0.0001818058080971241,0.0001818058080971241,0.005509290378540754,75,tanh,64,elu,256,200,20,adam,0.001
450,0.00022237822122406214,0.00022237822122406214,0.006470142863690853,0.00018457105034030974,0.00018457105034030974,0.00591203523799777,75,relu,32,elu,256,200,20,adam,0.001
594,0.00021003989968448877,0.00021003989968448877,0.006150173023343086,0.0001825748768169433,0.0001825748768169433,0.005564449820667505,100,tanh,32,tanh,256,200,20,adam,0.0001
333,0.00020837226475123316,0.00020837226475123316,0.006301495712250471,0.0001801931211957708,0.0001801931211957708,0.00572555186226964,50,relu,64,relu,256,200,20,adam,0.0001
497,0.00024192023556679487,0.00024192023556679487,0.0068024639040231705,0.00019466804224066436,0.00019466804224066436,0.0058313957415521145,50,relu,32,relu,256,200,20,adam,0.001
333,0.00021508135250769556,0.00021508135250769556,0.006391308270394802,0.00017997976101469249,0.00017997976101469249,0.005609096027910709,75,relu,32,tanh,256,200,20,adam,0.0001
576,0.000213903549592942,0.000213903549592942,0.006282038986682892,0.0001776927529135719,0.0001776927529135719,0.005598788615316153,100,tanh,32,tanh,256,200,20,adam,0.001
625,0.00023541052360087633,0.00023541052360087633,0.006654260214418173,0.00019201221584808081,0.00019201221584808081,0.005746642593294382,100,relu,64,tanh,256,200,20,adam,0.0001
364,0.00021489497157745063,0.00021489497157745063,0.006338941864669323,0.00018173889839090407,0.00018173889839090407,0.005623901262879372,100,tanh,16,relu,256,200,20,adam,0.0001
253,0.00020883124670945108,0.00020883124670945108,0.006143966224044561,0.00017939820827450603,0.00017939820827450603,0.005494395270943642,50,relu,32,tanh,256,200,20,adam,0.001
349,0.00020868067804258317,0.00020868067804258317,0.006242638919502497,0.00018193873984273523,0.00018193873984273523,0.005586390849202871,50,tanh,64,tanh,256,200,20,adam,1e-05
387,0.00022612325847148895,0.00022612325847148895,0.006732567213475704,0.0001850038388511166,0.0001850038388511166,0.005664179101586342,100,tanh,64,tanh,256,200,20,adam,0.0001
294,0.00021368000307120383,0.00021368000307120383,0.006411858834326267,0.00018474500393494964,0.00018474500393494964,0.005799977574497461,75,tanh,16,tanh,256,200,20,adam,1e-05
334,0.00021798534726258367,0.00021798534726258367,0.006363308057188988,0.00018013891531154513,0.00018013891531154513,0.0056507945992052555,100,relu,16,elu,256,200,20,adam,1e-05
444,0.00021200055198278278,0.00021200055198278278,0.00620707543566823,0.00018075300613418221,0.00018075300613418221,0.005440741777420044,75,tanh,16,elu,256,200,20,adam,0.0001
148,0.00022180528321769089,0.00022180528321769089,0.006433557253330946,0.0001837392192101106,0.0001837392192101106,0.005512498784810305,100,relu,64,elu,256,200,20,adam,0.001
548,0.00021958131401333958,0.00021958131401333958,0.0064043207094073296,0.00018402123532723635,0.00018402123532723635,0.00564979063346982,50,relu,16,relu,256,200,20,adam,0.0001
334,0.00021510182705242187,0.00021510182705242187,0.006457325536757708,0.00018300612282473594,0.00018300612282473594,0.005649097263813019,100,relu,64,tanh,256,200,20,adam,0.001
475,0.00020205184409860522,0.00020205184409860522,0.0060873436741530895,0.00018304787226952612,0.00018304787226952612,0.005539722740650177,50,tanh,64,elu,256,200,20,adam,1e-05
492,0.00020842206140514463,0.00020842206140514463,0.006223966367542744,0.00017907447181642056,0.00017907447181642056,0.005445839371532202,100,relu,16,tanh,256,200,20,adam,0.0001
324,0.00020246311032678932,0.00020246311032678932,0.006063264328986406,0.00017884884437080473,0.00017884884437080473,0.005474301986396313,75,tanh,64,relu,256,200,20,adam,1e-05
308,0.00021848580217920244,0.00021848580217920244,0.006313965190201998,0.0001847229286795482,0.0001847229286795482,0.005632307380437851,75,relu,16,relu,256,200,20,adam,0.0001
362,0.00022126986004877836,0.00022126986004877836,0.006517086643725634,0.00018406631716061383,0.00018406631716061383,0.005695211235433817,100,tanh,32,elu,256,200,20,adam,1e-05
261,0.00025205983547493815,0.00025205983547493815,0.006953813135623932,0.00019529653945937753,0.00019529653945937753,0.005876092240214348,100,relu,32,tanh,256,200,20,adam,0.0001
497,0.00019913731375709176,0.00019913731375709176,0.006002709735184908,0.00017800154455471784,0.00017800154455471784,0.005388686899095774,100,tanh,64,elu,256,200,20,adam,1e-05
532,0.00022094542509876192,0.00022094542509876192,0.006544432137161493,0.00019195448840036988,0.00019195448840036988,0.005824353080242872,75,relu,64,elu,256,200,20,adam,0.0001
190,0.00020971674530301243,0.00020971674530301243,0.0063066380098462105,0.00017659339937381446,0.00017659339937381446,0.005463997833430767,50,tanh,64,relu,256,200,20,adam,0.0001
