,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_feed_forward,params_hidden_size,params_input_chunk_length,params_lr,params_lstm_layers,params_n_epochs,params_num_attention_heads,params_optimizer,params_output_chunk_length,system_attrs_grid_id,system_attrs_search_space,state
172,172,0.26013827323913574,2022-08-12 11:44:34.797388,2022-08-12 11:51:12.283737,0 days 00:06:37.486349,256,0.1,GatedResidualNetwork,32,30,0.001,3,1000,5,adam,1,473,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
173,173,0.03671035170555115,2022-08-12 11:51:12.284787,2022-08-12 11:55:22.547995,0 days 00:04:10.263208,256,0.0,GatedResidualNetwork,32,30,1e-05,4,1000,5,adam,1,61,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
174,174,0.1946183145046234,2022-08-12 11:55:22.548899,2022-08-12 12:00:09.499514,0 days 00:04:46.950615,256,0.05,GatedResidualNetwork,128,30,0.0001,1,1000,7,adam,1,355,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
175,175,0.0321764312684536,2022-08-12 12:00:09.500413,2022-08-12 12:03:16.556147,0 days 00:03:07.055734,256,0.05,GatedResidualNetwork,64,30,1e-05,2,1000,5,adam,1,293,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
176,176,0.02695014327764511,2022-08-12 12:03:16.557036,2022-08-12 12:08:41.848308,0 days 00:05:25.291272,256,0.1,GatedResidualNetwork,16,30,0.0001,1,1000,4,adam,1,400,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
177,177,0.03835718333721161,2022-08-12 12:08:41.849190,2022-08-12 12:13:48.345120,0 days 00:05:06.495930,256,0.1,GatedResidualNetwork,32,30,0.0001,1,1000,5,adam,1,449,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
178,178,0.26652589440345764,2022-08-12 12:13:48.346101,2022-08-12 12:17:46.936292,0 days 00:03:58.590191,256,0.05,GatedResidualNetwork,64,30,0.001,2,1000,6,adam,1,326,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
179,179,0.05738784745335579,2022-08-12 12:17:46.937173,2022-08-12 12:21:19.846557,0 days 00:03:32.909384,256,0.0,GatedResidualNetwork,32,30,1e-05,3,1000,5,adam,1,57,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
180,180,0.034720100462436676,2022-08-12 12:21:19.847437,2022-08-12 12:24:52.967038,0 days 00:03:33.119601,256,0.0,GatedResidualNetwork,16,30,0.0001,1,1000,4,adam,1,16,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
181,181,0.29605865478515625,2022-08-12 12:24:52.967923,2022-08-12 12:29:35.996219,0 days 00:04:43.028296,256,0.1,GatedResidualNetwork,128,30,0.001,4,1000,6,adam,1,574,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
182,182,0.06330416351556778,2022-08-12 12:29:35.997131,2022-08-12 12:37:52.441641,0 days 00:08:16.444510,256,0.0,GatedResidualNetwork,16,30,0.0001,1,1000,7,adam,1,19,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
183,183,0.03835718333721161,2022-08-12 12:37:52.442572,2022-08-12 12:42:55.085003,0 days 00:05:02.642431,256,0.1,GatedResidualNetwork,32,30,0.001,1,1000,5,adam,1,465,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
184,184,0.03633701056241989,2022-08-12 12:42:55.085897,2022-08-12 12:46:27.238258,0 days 00:03:32.152361,256,0.05,GatedResidualNetwork,32,30,0.0001,3,1000,7,adam,1,267,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
185,185,0.03487790375947952,2022-08-12 12:46:27.239146,2022-08-12 12:59:34.462084,0 days 00:13:07.222938,256,0.05,GatedResidualNetwork,64,30,0.001,1,1000,4,adam,1,320,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
186,186,0.3246593177318573,2022-08-12 12:59:34.462980,2022-08-12 13:04:45.808534,0 days 00:05:11.345554,256,0.1,GatedResidualNetwork,64,30,0.001,2,1000,6,adam,1,518,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
187,187,0.05086629465222359,2022-08-12 13:04:45.809425,2022-08-12 13:07:58.248445,0 days 00:03:12.439020,256,0.1,GatedResidualNetwork,32,30,0.001,3,1000,4,adam,1,472,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
188,188,0.048450179398059845,2022-08-12 13:07:58.249335,2022-08-12 13:14:33.016777,0 days 00:06:34.767442,256,0.05,GatedResidualNetwork,16,30,1e-05,2,1000,4,adam,1,196,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
189,189,0.05915107578039169,2022-08-12 13:14:33.017771,2022-08-12 13:20:25.024248,0 days 00:05:52.006477,256,0.1,GatedResidualNetwork,16,30,0.0001,3,1000,4,adam,1,408,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
190,190,0.057637400925159454,2022-08-12 13:20:25.025129,2022-08-12 13:24:45.186244,0 days 00:04:20.161115,256,0.1,GatedResidualNetwork,16,30,0.0001,4,1000,5,adam,1,413,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
191,191,0.25238364934921265,2022-08-12 13:24:45.187132,2022-08-12 13:28:43.910140,0 days 00:03:58.723008,256,0.0,GatedResidualNetwork,128,30,1e-05,1,1000,7,adam,1,147,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
192,192,0.30430492758750916,2022-08-12 13:28:43.911029,2022-08-12 13:32:37.429543,0 days 00:03:53.518514,256,0.05,GatedResidualNetwork,32,30,1e-05,4,1000,7,adam,1,255,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
193,193,0.05346798524260521,2022-08-12 13:32:37.430437,2022-08-12 13:39:48.438552,0 days 00:07:11.008115,256,0.05,GatedResidualNetwork,16,30,0.0001,4,1000,7,adam,1,223,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
194,194,0.04313396289944649,2022-08-12 13:39:48.439445,2022-08-12 13:44:53.521212,0 days 00:05:05.081767,256,0.1,GatedResidualNetwork,16,30,1e-05,2,1000,5,adam,1,389,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
195,195,0.044903114438056946,2022-08-12 13:44:53.522105,2022-08-12 13:54:44.105270,0 days 00:09:50.583165,256,0.05,GatedResidualNetwork,64,30,0.001,2,1000,7,adam,1,327,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
196,196,0.2868834137916565,2022-08-12 13:54:44.106210,2022-08-12 13:57:58.498962,0 days 00:03:14.392752,256,0.05,GatedResidualNetwork,64,30,0.001,3,1000,6,adam,1,330,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
197,197,0.02279144898056984,2022-08-12 13:57:58.499899,2022-08-12 14:05:23.152298,0 days 00:07:24.652399,256,0.0,GatedResidualNetwork,64,30,1e-05,4,1000,4,adam,1,108,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
198,198,0.029846474528312683,2022-08-12 14:05:23.153205,2022-08-12 14:12:59.704682,0 days 00:07:36.551477,256,0.1,GatedResidualNetwork,16,30,1e-05,1,1000,7,adam,1,387,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
199,199,0.044116128236055374,2022-08-12 14:12:59.705581,2022-08-12 14:16:16.514781,0 days 00:03:16.809200,256,0.1,GatedResidualNetwork,64,30,0.0001,3,1000,4,adam,1,504,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
200,200,0.06472315639257431,2022-08-12 14:16:16.515663,2022-08-12 14:19:15.744647,0 days 00:02:59.228984,256,0.1,GatedResidualNetwork,32,30,0.001,4,1000,5,adam,1,477,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
201,201,0.02695014327764511,2022-08-12 14:19:15.745534,2022-08-12 14:24:45.826757,0 days 00:05:30.081223,256,0.1,GatedResidualNetwork,16,30,0.001,1,1000,4,adam,1,416,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
202,202,0.04622233286499977,2022-08-12 14:24:45.827641,2022-08-12 14:30:46.338277,0 days 00:06:00.510636,256,0.05,GatedResidualNetwork,16,30,0.001,2,1000,7,adam,1,231,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
203,203,0.29298827052116394,2022-08-12 14:30:46.339168,2022-08-12 14:34:27.438966,0 days 00:03:41.099798,256,0.05,GatedResidualNetwork,128,30,0.0001,1,1000,4,adam,1,352,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
204,204,0.04128538817167282,2022-08-12 14:34:27.439851,2022-08-12 14:40:16.086507,0 days 00:05:48.646656,256,0.0,GatedResidualNetwork,128,30,1e-05,2,1000,7,adam,1,151,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
205,205,0.05088099464774132,2022-08-12 14:40:16.087403,2022-08-12 14:45:19.879453,0 days 00:05:03.792050,256,0.1,GatedResidualNetwork,16,30,0.001,2,1000,7,adam,1,423,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
206,206,0.033890072256326675,2022-08-12 14:45:19.880349,2022-08-12 14:49:04.258456,0 days 00:03:44.378107,256,0.05,GatedResidualNetwork,32,30,0.001,3,1000,4,adam,1,280,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
207,207,0.2986662685871124,2022-08-12 14:49:04.259344,2022-08-12 14:51:34.342277,0 days 00:02:30.082933,256,0.05,GatedResidualNetwork,32,30,0.0001,4,1000,6,adam,1,270,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
208,208,0.0353114940226078,2022-08-12 14:51:34.343166,2022-08-12 15:00:29.075728,0 days 00:08:54.732562,256,0.0,GatedResidualNetwork,16,30,0.0001,4,1000,6,adam,1,30,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
209,209,0.026630133390426636,2022-08-12 15:00:29.076678,2022-08-12 15:05:57.681303,0 days 00:05:28.604625,256,0.05,GatedResidualNetwork,64,30,0.001,2,1000,4,adam,1,324,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
210,210,0.045472949743270874,2022-08-12 15:05:57.682187,2022-08-12 15:12:45.622958,0 days 00:06:47.940771,256,0.05,GatedResidualNetwork,16,30,1e-05,3,1000,7,adam,1,203,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
211,211,0.026399435475468636,2022-08-12 15:12:45.623842,2022-08-12 15:18:06.375732,0 days 00:05:20.751890,256,0.1,GatedResidualNetwork,64,30,1e-05,2,1000,4,adam,1,484,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
212,212,0.053461700677871704,2022-08-12 15:18:06.376624,2022-08-12 15:27:17.453477,0 days 00:09:11.076853,256,0.1,GatedResidualNetwork,64,30,1e-05,1,1000,6,adam,1,482,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
213,213,0.054537221789360046,2022-08-12 15:27:17.454368,2022-08-12 15:33:34.525069,0 days 00:06:17.070701,256,0.1,GatedResidualNetwork,16,30,0.001,3,1000,4,adam,1,424,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
214,214,0.26826411485671997,2022-08-12 15:33:34.525956,2022-08-12 15:37:20.426526,0 days 00:03:45.900570,256,0.1,GatedResidualNetwork,128,30,0.0001,1,1000,4,adam,1,544,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
215,215,0.019990701228380203,2022-08-12 15:37:20.427415,2022-08-12 15:44:32.142455,0 days 00:07:11.715040,256,0.0,GatedResidualNetwork,128,30,1e-05,2,1000,6,adam,1,150,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
