,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_feed_forward,params_hidden_size,params_input_chunk_length,params_lr,params_lstm_layers,params_n_epochs,params_num_attention_heads,params_optimizer,params_output_chunk_length,system_attrs_grid_id,system_attrs_search_space,state
84,84,0.04524020850658417,2022-08-12 02:52:42.218216,2022-08-12 03:00:40.771914,0 days 00:07:58.553698,256,0.1,GatedResidualNetwork,128,30,1e-05,1,1000,6,adam,1,530,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
85,85,0.049385614693164825,2022-08-12 03:00:40.772767,2022-08-12 03:03:21.918298,0 days 00:02:41.145531,256,0.1,GatedResidualNetwork,32,30,1e-05,3,1000,7,adam,1,443,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
86,86,0.03300122916698456,2022-08-12 03:03:21.919157,2022-08-12 03:07:46.865766,0 days 00:04:24.946609,256,0.05,GatedResidualNetwork,32,30,1e-05,1,1000,6,adam,1,242,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
87,87,0.025411704555153847,2022-08-12 03:07:46.866624,2022-08-12 03:16:30.290771,0 days 00:08:43.424147,256,0.05,GatedResidualNetwork,32,30,0.001,1,1000,7,adam,1,275,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
88,88,0.051231369376182556,2022-08-12 03:16:30.291631,2022-08-12 03:22:22.717080,0 days 00:05:52.425449,256,0.05,GatedResidualNetwork,16,30,0.0001,1,1000,6,adam,1,210,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
89,89,0.039093874394893646,2022-08-12 03:22:22.717944,2022-08-12 03:27:38.898046,0 days 00:05:16.180102,256,0.0,GatedResidualNetwork,128,30,0.0001,3,1000,7,adam,1,171,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
90,90,0.02833707444369793,2022-08-12 03:27:38.898895,2022-08-12 03:32:48.044789,0 days 00:05:09.145894,256,0.05,GatedResidualNetwork,64,30,1e-05,2,1000,4,adam,1,292,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
91,91,0.2480597048997879,2022-08-12 03:32:48.045637,2022-08-12 03:35:56.417525,0 days 00:03:08.371888,256,0.1,GatedResidualNetwork,64,30,0.0001,4,1000,7,adam,1,511,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
92,92,0.02502499334514141,2022-08-12 03:35:56.418399,2022-08-12 03:41:09.173163,0 days 00:05:12.754764,256,0.0,GatedResidualNetwork,64,30,1e-05,2,1000,5,adam,1,101,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
93,93,0.25053533911705017,2022-08-12 03:41:09.174010,2022-08-12 03:52:18.887998,0 days 00:11:09.713988,256,0.0,GatedResidualNetwork,32,30,1e-05,2,1000,6,adam,1,54,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
94,94,0.2979557514190674,2022-08-12 03:52:18.888871,2022-08-12 03:55:37.960766,0 days 00:03:19.071895,256,0.05,GatedResidualNetwork,32,30,0.001,4,1000,4,adam,1,284,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
95,95,0.05719476565718651,2022-08-12 03:55:37.961610,2022-08-12 04:01:40.408007,0 days 00:06:02.446397,256,0.1,GatedResidualNetwork,16,30,1e-05,1,1000,6,adam,1,386,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
96,96,0.21943286061286926,2022-08-12 04:01:40.408876,2022-08-12 04:06:09.314721,0 days 00:04:28.905845,256,0.0,GatedResidualNetwork,128,30,0.001,1,1000,4,adam,1,176,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
97,97,0.04560641571879387,2022-08-12 04:06:09.315580,2022-08-12 04:09:35.066484,0 days 00:03:25.750904,256,0.05,GatedResidualNetwork,16,30,0.0001,3,1000,4,adam,1,216,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
98,98,0.03996651992201805,2022-08-12 04:09:35.067329,2022-08-12 04:13:06.569271,0 days 00:03:31.501942,256,0.05,GatedResidualNetwork,32,30,0.001,3,1000,7,adam,1,283,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
99,99,0.028160272166132927,2022-08-12 04:13:06.570125,2022-08-12 04:23:42.648627,0 days 00:10:36.078502,256,0.0,GatedResidualNetwork,32,30,0.0001,1,1000,6,adam,1,66,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
100,100,0.03917049244046211,2022-08-12 04:23:42.649484,2022-08-12 04:26:59.747971,0 days 00:03:17.098487,256,0.05,GatedResidualNetwork,128,30,1e-05,4,1000,4,adam,1,348,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
101,101,0.046738818287849426,2022-08-12 04:26:59.748839,2022-08-12 04:33:04.938016,0 days 00:06:05.189177,256,0.1,GatedResidualNetwork,16,30,1e-05,1,1000,5,adam,1,385,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
102,102,0.226620152592659,2022-08-12 04:33:04.938865,2022-08-12 04:36:26.538703,0 days 00:03:21.599838,256,0.0,GatedResidualNetwork,32,30,0.0001,1,1000,7,adam,1,67,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
103,103,0.06960038095712662,2022-08-12 04:36:26.539551,2022-08-12 04:47:19.871245,0 days 00:10:53.331694,256,0.1,GatedResidualNetwork,32,30,0.001,3,1000,6,adam,1,474,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
104,104,0.025135040283203125,2022-08-12 04:47:19.872095,2022-08-12 04:52:51.583792,0 days 00:05:31.711697,256,0.0,GatedResidualNetwork,64,30,1e-05,3,1000,5,adam,1,105,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
105,105,0.21348920464515686,2022-08-12 04:52:51.584711,2022-08-12 04:57:00.186441,0 days 00:04:08.601730,256,0.0,GatedResidualNetwork,32,30,1e-05,3,1000,4,adam,1,56,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
106,106,0.025025159120559692,2022-08-12 04:57:00.187301,2022-08-12 05:02:15.078834,0 days 00:05:14.891533,256,0.0,GatedResidualNetwork,64,30,0.001,2,1000,5,adam,1,133,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
107,107,0.020470671355724335,2022-08-12 05:02:15.079696,2022-08-12 05:10:39.701437,0 days 00:08:24.621741,256,0.0,GatedResidualNetwork,64,30,1e-05,3,1000,7,adam,1,107,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
108,108,0.051408495754003525,2022-08-12 05:10:39.702298,2022-08-12 05:18:57.963928,0 days 00:08:18.261630,256,0.1,GatedResidualNetwork,32,30,0.001,1,1000,4,adam,1,464,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
109,109,0.25145551562309265,2022-08-12 05:18:57.964854,2022-08-12 05:21:48.213409,0 days 00:02:50.248555,256,0.1,GatedResidualNetwork,64,30,0.001,4,1000,7,adam,1,527,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
110,110,0.04123643785715103,2022-08-12 05:21:48.214262,2022-08-12 05:24:44.803440,0 days 00:02:56.589178,256,0.05,GatedResidualNetwork,64,30,0.0001,3,1000,5,adam,1,313,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
111,111,0.03659743443131447,2022-08-12 05:24:44.804297,2022-08-12 05:29:21.076660,0 days 00:04:36.272363,256,0.05,GatedResidualNetwork,128,30,1e-05,3,1000,4,adam,1,344,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
112,112,0.24757854640483856,2022-08-12 05:29:21.077522,2022-08-12 05:36:20.325933,0 days 00:06:59.248411,256,0.0,GatedResidualNetwork,128,30,0.001,3,1000,6,adam,1,186,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
113,113,0.02047070674598217,2022-08-12 05:36:20.326801,2022-08-12 05:44:35.007982,0 days 00:08:14.681181,256,0.0,GatedResidualNetwork,64,30,0.001,3,1000,7,adam,1,139,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
114,114,0.02818060852587223,2022-08-12 05:44:35.008850,2022-08-12 05:48:07.031484,0 days 00:03:32.022634,256,0.1,GatedResidualNetwork,128,30,1e-05,3,1000,5,adam,1,537,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
115,115,0.04150600731372833,2022-08-12 05:48:07.032375,2022-08-12 05:51:24.175922,0 days 00:03:17.143547,256,0.1,GatedResidualNetwork,128,30,0.001,4,1000,5,adam,1,573,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
116,116,0.0491139180958271,2022-08-12 05:51:24.176851,2022-08-12 06:01:31.358482,0 days 00:10:07.181631,256,0.05,GatedResidualNetwork,16,30,0.0001,3,1000,6,adam,1,218,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
117,117,0.034676942974328995,2022-08-12 06:01:31.359358,2022-08-12 06:04:41.320692,0 days 00:03:09.961334,256,0.05,GatedResidualNetwork,64,30,0.001,2,1000,5,adam,1,325,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
118,118,0.2489968240261078,2022-08-12 06:04:41.321551,2022-08-12 06:09:53.227617,0 days 00:05:11.906066,256,0.05,GatedResidualNetwork,128,30,0.0001,3,1000,6,adam,1,362,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
119,119,0.11581943184137344,2022-08-12 06:09:53.228485,2022-08-12 06:17:53.097527,0 days 00:07:59.869042,256,0.0,GatedResidualNetwork,16,30,0.0001,3,1000,6,adam,1,26,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
120,120,0.022831346839666367,2022-08-12 06:17:53.098380,2022-08-12 06:21:19.102529,0 days 00:03:26.004149,256,0.0,GatedResidualNetwork,128,30,0.001,4,1000,5,adam,1,189,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
121,121,0.03241027519106865,2022-08-12 06:21:19.103388,2022-08-12 06:26:24.255020,0 days 00:05:05.151632,256,0.05,GatedResidualNetwork,64,30,0.001,4,1000,5,adam,1,333,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
122,122,0.04543637856841087,2022-08-12 06:26:24.255880,2022-08-12 06:37:17.291378,0 days 00:10:53.035498,256,0.1,GatedResidualNetwork,128,30,0.0001,1,1000,5,adam,1,545,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
123,123,0.031052112579345703,2022-08-12 06:37:17.292256,2022-08-12 06:47:16.967956,0 days 00:09:59.675700,256,0.05,GatedResidualNetwork,16,30,0.001,1,1000,7,adam,1,227,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
124,124,0.21811465919017792,2022-08-12 06:47:16.968827,2022-08-12 06:50:22.465889,0 days 00:03:05.497062,256,0.1,GatedResidualNetwork,64,30,1e-05,1,1000,5,adam,1,481,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
125,125,0.23284530639648438,2022-08-12 06:50:22.466761,2022-08-12 06:56:29.102168,0 days 00:06:06.635407,256,0.1,GatedResidualNetwork,32,30,0.0001,3,1000,6,adam,1,458,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
126,126,0.051231369376182556,2022-08-12 06:56:29.103024,2022-08-12 07:02:30.563173,0 days 00:06:01.460149,256,0.05,GatedResidualNetwork,16,30,0.001,1,1000,6,adam,1,226,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
127,127,0.05040452256798744,2022-08-12 07:02:30.564031,2022-08-12 07:13:12.862692,0 days 00:10:42.298661,256,0.05,GatedResidualNetwork,32,30,1e-05,1,1000,4,adam,1,240,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
