round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_conv_dim,first_conv_kernel,first_conv_activation,first_lstm_dim,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
200,0.0008548128535039723,0.0008548128535039723,0.015115274116396904,0.0023615965619683266,0.0023615965619683266,0.018363144248723984,64,3,relu,50,64,relu,256,200,20,adam,1e-05
200,0.0006709209410473704,0.0006709209410473704,0.013652807101607323,0.002061314182356,0.002061314182356,0.01633651927113533,64,3,relu,75,64,relu,256,200,20,adam,0.001
200,0.0009581971098668873,0.0009581971098668873,0.016301777213811874,0.0025087392423301935,0.0025087392423301935,0.01936519332230091,32,5,relu,75,64,tanh,256,200,20,adam,0.001
200,0.0007617915980517864,0.0007617915980517864,0.014316221699118614,0.002125911880284548,0.002125911880284548,0.017017830163240433,32,5,relu,75,64,tanh,256,200,20,adam,1e-05
200,0.0010387112852185965,0.0010387112852185965,0.01598881371319294,0.002580632222816348,0.002580632222816348,0.019244106486439705,32,7,relu,50,32,relu,256,200,20,adam,1e-05
200,0.0006601952482014894,0.0006601952482014894,0.012846781872212887,0.0019372872775420547,0.0019372872775420547,0.015450277365744114,32,7,relu,50,64,tanh,256,200,20,adam,0.001
200,0.0008959888946264982,0.0008959888946264982,0.015384053811430931,0.002373666036874056,0.002373666036874056,0.018259543925523758,32,7,relu,50,32,tanh,256,200,20,adam,1e-05
200,0.0010048397816717625,0.0010048397816717625,0.016183074563741684,0.0025347592309117317,0.0025347592309117317,0.019587548449635506,64,3,relu,75,64,relu,256,200,20,adam,1e-05
200,0.0008319157059304416,0.0008319157059304416,0.014458375982940197,0.0022488534450531006,0.0022488534450531006,0.017542632296681404,64,5,relu,75,16,tanh,256,200,20,adam,0.0001
200,0.0011028627632185817,0.0011028627632185817,0.016884148120880127,0.002681977115571499,0.002681977115571499,0.020024407655000687,64,5,relu,50,64,tanh,256,200,20,adam,1e-05
200,0.0010191522305831313,0.0010191522305831313,0.016859104856848717,0.0025884700007736683,0.0025884700007736683,0.01973865181207657,32,3,relu,50,64,tanh,256,200,20,adam,0.0001
200,0.0006519559537991881,0.0006519559537991881,0.013418176211416721,0.0020081805996596813,0.0020081805996596813,0.016181593760848045,64,5,relu,75,16,tanh,256,200,20,adam,0.001
200,0.000906711386051029,0.000906711386051029,0.015570465475320816,0.0024303377140313387,0.0024303377140313387,0.018775705248117447,32,3,relu,75,16,tanh,256,200,20,adam,1e-05
200,0.0009159143082797527,0.0009159143082797527,0.015091613866388798,0.0023658040445297956,0.0023658040445297956,0.018073085695505142,32,3,relu,50,64,tanh,256,200,20,adam,0.001
200,0.000774572545196861,0.000774572545196861,0.014454354532063007,0.0022427206858992577,0.0022427206858992577,0.017054684460163116,64,7,relu,75,32,tanh,256,200,20,adam,1e-05
200,0.0008392116869799793,0.0008392116869799793,0.01483498141169548,0.002252918668091297,0.002252918668091297,0.018020521849393845,32,7,relu,75,16,relu,256,200,20,adam,0.0001
200,0.0009730799356475472,0.0009730799356475472,0.016155697405338287,0.0025174294132739305,0.0025174294132739305,0.01916547492146492,64,5,relu,50,16,relu,256,200,20,adam,0.0001
200,0.0010862220078706741,0.0010862220078706741,0.017267374321818352,0.0026917688082903624,0.0026917688082903624,0.02044965699315071,64,7,relu,50,32,relu,256,200,20,adam,0.0001
200,0.0008836311753839254,0.0008836311753839254,0.015214111655950546,0.002450601663440466,0.002450601663440466,0.01888769492506981,32,5,relu,50,64,relu,256,200,20,adam,0.0001
200,0.0006099411984905601,0.0006099411984905601,0.0128589803352952,0.0019466709345579147,0.0019466709345579147,0.01586122252047062,64,5,relu,75,32,relu,256,200,20,adam,1e-05
200,0.0006209529819898307,0.0006209530401974916,0.013308116234838963,0.0019270615885034204,0.0019270615885034204,0.015936607494950294,64,5,relu,75,64,tanh,256,200,20,adam,0.001
200,0.0009893466485664248,0.0009893466485664248,0.016367608681321144,0.002495937282219529,0.002495937282219529,0.01949744112789631,32,3,relu,50,16,relu,256,200,20,adam,0.001
200,0.0011554035590961576,0.0011554035590961576,0.016644686460494995,0.002705482766032219,0.002705482766032219,0.01998446136713028,64,5,relu,50,32,tanh,256,200,20,adam,1e-05
200,0.0008076981757767498,0.0008076981757767498,0.01472704391926527,0.00229123467579484,0.00229123467579484,0.0174837838858366,64,7,relu,75,32,tanh,256,200,20,adam,0.0001
200,0.000845152186229825,0.000845152186229825,0.01499684527516365,0.0022923608776181936,0.0022923608776181936,0.017981158569455147,64,7,relu,50,32,tanh,256,200,20,adam,0.001
200,0.0007910089334473014,0.0007910089334473014,0.014833648689091206,0.002197723602876067,0.002197723602876067,0.01777717098593712,32,7,relu,75,64,tanh,256,200,20,adam,0.0001
200,0.0007961898809298873,0.0007961898809298873,0.01470580231398344,0.002230328507721424,0.002230328507721424,0.017687831073999405,32,5,relu,75,16,relu,256,200,20,adam,1e-05
200,0.0007433833670802414,0.0007433833670802414,0.014073670841753483,0.0021762391552329063,0.0021762391552329063,0.017222696915268898,64,5,relu,75,32,relu,256,200,20,adam,0.0001
200,0.0007306320476345718,0.0007306320476345718,0.01399951335042715,0.0020055356435477734,0.0020055356435477734,0.01642812043428421,64,7,relu,50,16,tanh,256,200,20,adam,1e-05
200,0.0010545754339545965,0.0010545754339545965,0.016718054190278053,0.002659050514921546,0.002659050514921546,0.020263008773326874,64,3,relu,50,64,tanh,256,200,20,adam,0.001
200,0.0011738977627828717,0.0011738977627828717,0.017317187041044235,0.002772012259811163,0.002772012259811163,0.02065945230424404,32,7,relu,75,16,relu,256,200,20,adam,0.001
200,0.0006249981233850121,0.0006249981233850121,0.012717807665467262,0.001920475042425096,0.001920475042425096,0.015429510734975338,64,7,relu,50,16,relu,256,200,20,adam,1e-05
200,0.0006703647086396813,0.0006703647086396813,0.013402093201875687,0.0019887026865035295,0.0019887026865035295,0.01620810478925705,64,3,relu,50,64,tanh,256,200,20,adam,0.0001
200,0.0005190427182242274,0.0005190427182242274,0.011786049231886864,0.0017672398826107383,0.0017672398826107383,0.014834398403763771,64,3,relu,50,16,relu,256,200,20,adam,1e-05
200,0.0009542623884044588,0.0009542623884044588,0.01610584743320942,0.002536170883104205,0.002536170883104205,0.019520748406648636,64,5,relu,50,64,tanh,256,200,20,adam,0.001
200,0.0009533950360491872,0.0009533950360491872,0.01593044213950634,0.002474740147590637,0.002474740147590637,0.01913202553987503,64,7,relu,75,32,relu,256,200,20,adam,1e-05
200,0.00105313491076231,0.00105313491076231,0.016982318833470345,0.0026117085944861174,0.0026117085944861174,0.020344091579318047,64,5,relu,50,32,relu,256,200,20,adam,1e-05
200,0.0008501185802742839,0.0008501185802742839,0.015211183577775955,0.002315603196620941,0.002315603196620941,0.018079321831464767,32,3,relu,50,32,tanh,256,200,20,adam,1e-05
200,0.0006801261333748698,0.0006801261333748698,0.013624519109725952,0.002094174036756158,0.002094174036756158,0.016355274245142937,64,5,relu,50,16,relu,256,200,20,adam,1e-05
200,0.0005134097882546484,0.0005134097882546484,0.011950759217143059,0.0017673801630735397,0.0017673801630735397,0.014763111248612404,32,7,relu,50,16,relu,256,200,20,adam,0.0001
200,0.0007187764858826995,0.0007187764858826995,0.01400621049106121,0.002185254357755184,0.002185254357755184,0.016767261549830437,64,5,relu,75,16,tanh,256,200,20,adam,1e-05
200,0.0010674572549760342,0.0010674572549760342,0.016634298488497734,0.0026171838399022818,0.0026171838399022818,0.01999863050878048,32,5,relu,50,32,relu,256,200,20,adam,1e-05
200,0.0010477686300873756,0.0010477686300873756,0.01656491681933403,0.002573138801380992,0.002573138801380992,0.019994456321001053,64,3,relu,75,32,tanh,256,200,20,adam,1e-05
200,0.0009623161167837679,0.0009623161167837679,0.015999440103769302,0.0025120938662439585,0.0025120938662439585,0.019133809953927994,32,7,relu,50,16,tanh,256,200,20,adam,0.0001
200,0.0007753444951958954,0.0007753444951958954,0.014274639077484608,0.002211801940575242,0.002211801940575242,0.016873277723789215,32,7,relu,75,32,relu,256,200,20,adam,0.0001
200,0.000835215556435287,0.000835215556435287,0.015102249570190907,0.0023265520576387644,0.0023265520576387644,0.01809616945683956,32,3,relu,75,32,tanh,256,200,20,adam,1e-05
200,0.0006137641612440348,0.0006137641612440348,0.013536619953811169,0.0019032772397622466,0.0019032772397622466,0.016124434769153595,32,5,relu,50,16,tanh,256,200,20,adam,0.0001
200,0.0009221018990501761,0.0009221018990501761,0.015540924854576588,0.002338101388886571,0.002338101388886571,0.01869584619998932,32,3,relu,50,16,tanh,256,200,20,adam,0.0001
200,0.0008684731437824667,0.0008684731437824667,0.015241562388837337,0.0022825635969638824,0.0022825635969638824,0.018170587718486786,64,7,relu,50,64,tanh,256,200,20,adam,0.0001
200,0.0012195516610518098,0.0012195516610518098,0.01774216815829277,0.0028895928990095854,0.0028895928990095854,0.02159343846142292,32,7,relu,50,32,tanh,256,200,20,adam,0.0001
200,0.0007415660656988621,0.0007415660656988621,0.013981346972286701,0.002202836563810706,0.002202836563810706,0.01694498211145401,64,3,relu,50,64,relu,256,200,20,adam,0.001
200,0.0006843276787549257,0.0006843276787549257,0.013867431320250034,0.0020485389977693558,0.0020485389977693558,0.0164522472769022,32,7,relu,50,64,tanh,256,200,20,adam,1e-05
200,0.000716318201739341,0.000716318201739341,0.013453413732349873,0.002050739945843816,0.002050739945843816,0.016204427927732468,32,3,relu,50,64,relu,256,200,20,adam,0.001
200,0.0005531735369004309,0.0005531735369004309,0.012673217803239822,0.0018381898989900947,0.0018381898989900947,0.015513865277171135,64,5,relu,50,64,tanh,256,200,20,adam,0.0001
200,0.0007830292452126741,0.0007830292452126741,0.014200139790773392,0.0021562802139669657,0.0021562802139669657,0.01713070459663868,64,3,relu,50,16,tanh,256,200,20,adam,0.0001
200,0.0008890383178368211,0.0008890383178368211,0.014817771501839161,0.002351299626752734,0.002351299626752734,0.0177459754049778,64,3,relu,75,32,tanh,256,200,20,adam,0.0001
200,0.0007024710648693144,0.0007024710648693144,0.013762162998318672,0.0020283074118196964,0.0020283074118196964,0.01639549434185028,64,7,relu,75,64,tanh,256,200,20,adam,1e-05
200,0.0007383723859675229,0.0007383723859675229,0.01419797819107771,0.002124964725226164,0.002124964725226164,0.017297940328717232,32,7,relu,50,32,tanh,256,200,20,adam,0.001
200,0.0009334206115454435,0.0009334206115454435,0.015778016299009323,0.0023825420066714287,0.0023825420066714287,0.01873479038476944,32,3,relu,50,32,tanh,256,200,20,adam,0.001
200,0.0008859780500642955,0.0008859780500642955,0.01577751152217388,0.0023935316130518913,0.0023935316130518913,0.0187167227268219,32,3,relu,75,16,relu,256,200,20,adam,0.0001
200,0.0009334693313576281,0.0009334693313576281,0.016399051994085312,0.0025061266496777534,0.0025061266496777534,0.018946338444948196,32,7,relu,75,32,tanh,256,200,20,adam,1e-05
200,0.000870449875947088,0.000870449875947088,0.01545682828873396,0.002381986705586314,0.002381986705586314,0.018795102834701538,64,3,relu,50,16,relu,256,200,20,adam,0.001
200,0.0007500284118577838,0.0007500284118577838,0.014208841137588024,0.0022720608394593,0.0022720608394593,0.017072131857275963,64,7,relu,50,32,tanh,256,200,20,adam,0.0001
200,0.0007718131528235972,0.0007718131528235972,0.014761490747332573,0.0022329972125589848,0.0022329972125589848,0.0177515409886837,64,7,relu,75,64,tanh,256,200,20,adam,0.0001
200,0.001292598433792591,0.001292598433792591,0.018122058361768723,0.002993907080963254,0.002993907080963254,0.021817421540617943,64,5,relu,75,64,relu,256,200,20,adam,0.001
200,0.0008341509383171797,0.0008341509383171797,0.01521907839924097,0.002263456117361784,0.002263456117361784,0.01848142221570015,32,7,relu,50,16,relu,256,200,20,adam,0.001
200,0.0007061221986077726,0.0007061221986077726,0.013660445809364319,0.0021175353322178125,0.0021175353322178125,0.01643039658665657,32,5,relu,75,16,relu,256,200,20,adam,0.001
200,0.0007708881748840213,0.0007708881748840213,0.014968938194215298,0.0022265519946813583,0.0022265519946813583,0.01776811294257641,64,7,relu,75,16,tanh,256,200,20,adam,1e-05
200,0.0008172471425496042,0.0008172471425496042,0.014504710212349892,0.0022421996109187603,0.0022421996109187603,0.01731313206255436,32,7,relu,50,16,tanh,256,200,20,adam,1e-05
200,0.0012589535908773541,0.0012589535908773541,0.018308134749531746,0.0028346129693090916,0.0028346129693090916,0.021640585735440254,64,3,relu,50,32,tanh,256,200,20,adam,0.001
200,0.0006986295920796692,0.0006986295920796692,0.013769181445240974,0.002086135558784008,0.002086135558784008,0.01700872741639614,64,7,relu,50,32,tanh,256,200,20,adam,1e-05
200,0.0010126428678631783,0.0010126428678631783,0.01627347059547901,0.0026575406081974506,0.0026575406081974506,0.019398728385567665,64,3,relu,75,64,tanh,256,200,20,adam,0.0001
200,0.0011647125938907266,0.0011647125938907266,0.017615094780921936,0.002796322572976351,0.002796322572976351,0.020928382873535156,64,5,relu,75,32,tanh,256,200,20,adam,0.0001
200,0.0008745469967834651,0.0008745469967834651,0.015342224389314651,0.0023827687837183475,0.0023827687837183475,0.01834753528237343,32,7,relu,75,64,relu,256,200,20,adam,1e-05
200,0.0007631565677002072,0.0007631565677002072,0.014102764427661896,0.0021914204116910696,0.0021914204116910696,0.017081689089536667,32,3,relu,50,32,relu,256,200,20,adam,0.0001
200,0.0007089179125614464,0.0007089179125614464,0.013623715378344059,0.002085393061861396,0.002085393061861396,0.016557514667510986,32,5,relu,75,32,tanh,256,200,20,adam,0.0001
200,0.0006694627227261662,0.0006694627227261662,0.01344134658575058,0.0019732171203941107,0.0019732171203941107,0.016293147578835487,64,3,relu,50,32,tanh,256,200,20,adam,0.0001
