,ENSEMBLE_MODELS,MSE,RMSE,MAE,MAPE,R2
372,LSTM_TFT_RF_KNN_ARIMA,0.0006410430744641,0.0243626377682496,0.0187868872985876,0.0453490580100185,0.6582124176496541
373,LSTM_TFT_SVR_KNN_ARIMA,0.000654899898637,0.0246490177854073,0.0189889493466014,0.0458255862804085,0.6481387004704944
374,LSTM_RF_SVR_KNN_ARIMA,0.0006555638379692,0.0246442344804085,0.018986358325552,0.0457837481581293,0.6493191838847502
375,TCN_TFT_RF_SVR_KNN,0.0006690870401825,0.0249068724642939,0.0191494816538018,0.0462206425911377,0.64248589783239
376,TCN_TFT_RF_SVR_ARIMA,0.0006698766780118,0.0249319973003277,0.0191634913173988,0.0462509349044778,0.6409864653691345
377,TCN_TFT_RF_KNN_ARIMA,0.0006519496289993,0.0245801063934281,0.0189302152246123,0.0457169475022955,0.6523962668661968
378,TCN_TFT_SVR_KNN_ARIMA,0.0006659700122593,0.0248680577168704,0.0191273931492028,0.0461829289020101,0.64217476029593
379,TCN_RF_SVR_KNN_ARIMA,0.0006661466003112,0.0248546545395724,0.0191117453397714,0.0461129203070704,0.6436229939766904
380,TFT_RF_SVR_KNN_ARIMA,0.0006696047555321,0.0249181722465487,0.019133209787605,0.0461904171514395,0.642263058152468
381,HYBRID_GRU_LSTM_TCN_TFT_RF,0.0006343537636549,0.0242275859410936,0.0187483253156888,0.0451640480892371,0.6607261939437191
382,HYBRID_GRU_LSTM_TCN_TFT_SVR,0.0006456619724444,0.0244648853027786,0.0189291524962278,0.0455973080338134,0.6523421238530901
383,HYBRID_GRU_LSTM_TCN_TFT_KNN,0.0006309217865603,0.0241697022161499,0.0187138687005772,0.0450972501956498,0.6617941039020635
384,HYBRID_GRU_LSTM_TCN_TFT_ARIMA,0.0006315586552073,0.0241888038313482,0.0187296130456387,0.045133772697281,0.6606585763253539
385,HYBRID_GRU_LSTM_TCN_RF_SVR,0.000646824927282,0.0244733117314067,0.0189302188680602,0.0455718331098786,0.6530455242375831
386,HYBRID_GRU_LSTM_TCN_RF_KNN,0.0006317998913059,0.0241727600257373,0.0187202533051688,0.045082917217931,0.6626019214787515
387,HYBRID_GRU_LSTM_TCN_RF_ARIMA,0.0006323187911697,0.0241901937731074,0.0187349512892085,0.0451157702270298,0.6615208033718288
388,HYBRID_GRU_LSTM_TCN_SVR_KNN,0.0006430165141341,0.0244085080068688,0.0188982747716043,0.0455109112662541,0.6543414432843232
389,HYBRID_GRU_LSTM_TCN_SVR_ARIMA,0.0006437449935961,0.024430419019128,0.0189164431356253,0.0455535606783003,0.6531201324902285
390,HYBRID_GRU_LSTM_TCN_KNN_ARIMA,0.0006290044085633,0.0241342246383725,0.018707320309874,0.045063140285246,0.6625820718184346
391,HYBRID_GRU_LSTM_TFT_RF_SVR,0.000649041304469,0.0245153271938717,0.0189277994875702,0.0455844611972646,0.6521398669238496
392,HYBRID_GRU_LSTM_TFT_RF_KNN,0.0006338307933299,0.0242122161973982,0.0187190922270752,0.0451000986536437,0.6617786527927024
393,HYBRID_GRU_LSTM_TFT_RF_ARIMA,0.0006343004378338,0.0242287351943324,0.0187291698849786,0.0451228822298733,0.6607111775608817
394,HYBRID_GRU_LSTM_TFT_SVR_KNN,0.000645193076801,0.024449735351805,0.0188957679814941,0.0455246126920322,0.6534311885194045
395,HYBRID_GRU_LSTM_TFT_SVR_ARIMA,0.0006458723009031,0.0244707580989588,0.0189147113206669,0.0455696311439411,0.6522235206004118
396,HYBRID_GRU_LSTM_TFT_KNN_ARIMA,0.0006309462407074,0.0241719654699315,0.0186986014659672,0.0450653056927958,0.6617678485563022
397,HYBRID_GRU_LSTM_RF_SVR_KNN,0.0006464364518778,0.0244593111770403,0.0188979020026091,0.045500886640009,0.6540703382682667
398,HYBRID_GRU_LSTM_RF_SVR_ARIMA,0.0006469977071967,0.0244786582382617,0.0189161420993836,0.0455427726217426,0.652917079819061
399,HYBRID_GRU_LSTM_RF_KNN_ARIMA,0.0006317867969088,0.0241745056483515,0.0187061620901678,0.0450526348663903,0.6625658249671466
400,HYBRID_GRU_LSTM_SVR_KNN_ARIMA,0.0006432670740169,0.024414958644999,0.0188851603591009,0.0454843524847003,0.6542017599028771
401,HYBRID_GRU_TCN_TFT_RF_SVR,0.000657410972699,0.0246828711164248,0.0190296077550027,0.045844581156008,0.6476193651205473
402,HYBRID_GRU_TCN_TFT_RF_KNN,0.0006421796517977,0.0243809427689594,0.0188204518023462,0.0453602827134731,0.6573073293991114
403,HYBRID_GRU_TCN_TFT_RF_ARIMA,0.0006426863710379,0.0243980346540746,0.0188327863303232,0.0453894652250714,0.6562054559045102
404,HYBRID_GRU_TCN_TFT_SVR_KNN,0.0006536555179681,0.0246197031500744,0.0189949064657566,0.0457782951077557,0.6488572336042114
405,HYBRID_GRU_TCN_TFT_SVR_ARIMA,0.0006543718168067,0.0246412639027831,0.0190135731639369,0.0458220760587224,0.6476151674224377
406,HYBRID_GRU_TCN_TFT_KNN_ARIMA,0.0006394249468486,0.0243436693437774,0.0188042359223328,0.045336675678247,0.6572086737880398
407,HYBRID_GRU_TCN_RF_SVR_KNN,0.0006545604546558,0.0246231213566911,0.0189951101109801,0.0457496565939182,0.6496823210381462
408,HYBRID_GRU_TCN_RF_SVR_ARIMA,0.0006551587847111,0.0246430299284018,0.0190093468961437,0.0457822732273754,0.6484946643261599
409,HYBRID_GRU_TCN_RF_KNN_ARIMA,0.000639927064661,0.0243400658711372,0.0187992951281434,0.0452945222802427,0.6581925878839568
410,HYBRID_GRU_TCN_SVR_KNN_ARIMA,0.0006515209244685,0.0245817223755333,0.0189774503652655,0.0457246037531458,0.6497258912980851
411,HYBRID_GRU_TFT_RF_SVR_KNN,0.000657093615949,0.0246700548986458,0.0190037217948676,0.0457901652517873,0.6486626798451635
412,HYBRID_GRU_TFT_RF_SVR_ARIMA,0.0006576426906445,0.0246890720393811,0.0190158026094007,0.0458180059720426,0.647488666008279
413,HYBRID_GRU_TFT_RF_KNN_ARIMA,0.0006422254954314,0.0243835773986644,0.0188042927934846,0.0453282458614701,0.6572689781937604
414,HYBRID_GRU_TFT_SVR_KNN_ARIMA,0.0006539650158818,0.0246270020760533,0.0189830309706965,0.0457569609671182,0.6487152955290189
415,HYBRID_GRU_RF_SVR_KNN_ARIMA,0.0006548324040254,0.0246299052963536,0.0189826601740979,0.0457259129164409,0.6495305417971102
416,HYBRID_LSTM_TCN_TFT_RF_SVR,0.0006527377499597,0.0245938467662704,0.0189648083481011,0.0456974295708376,0.6498173149792349
417,HYBRID_LSTM_TCN_TFT_RF_KNN,0.0006379367874793,0.0242996449369751,0.0187689075840989,0.0452488604489397,0.6592531419580827
418,HYBRID_LSTM_TCN_TFT_RF_ARIMA,0.000638482228634,0.0243173348244528,0.0187789136395745,0.0452702241611197,0.6581425124225069
419,HYBRID_LSTM_TCN_TFT_SVR_KNN,0.0006492148292588,0.0245350071526899,0.0189353675044756,0.0456431963859403,0.6509012328531384
420,HYBRID_LSTM_TCN_TFT_SVR_ARIMA,0.0006499698500117,0.0245571853908683,0.0189533727361692,0.0456843831438676,0.6496504106303903
421,HYBRID_LSTM_TCN_TFT_KNN_ARIMA,0.0006354533384745,0.024267400578629,0.0187525751450056,0.0452210530839306,0.6589917796962762
422,HYBRID_LSTM_TCN_RF_SVR_KNN,0.0006498622616665,0.024532436254612,0.0189274740017062,0.0455971893249305,0.6519565530143838
423,HYBRID_LSTM_TCN_RF_SVR_ARIMA,0.0006504993136362,0.0245529571918605,0.0189429081959013,0.0456323748560283,0.650760140261423
