,ENSEMBLE_MODELS,MSE,RMSE,MAE,MAPE,R2
250,TFT_RF_SVR_KNN,0.0006572659454479,0.0250818384440358,0.0190871091749393,0.0287250665581892,0.7239315879050084
251,TFT_RF_SVR_ARIMA,0.000659837872622,0.0251345435360924,0.0191100204805102,0.0287489596590722,0.723187349766226
252,TFT_RF_KNN_ARIMA,0.0006636143605519,0.0252012957981026,0.0191276443576682,0.0287690176208764,0.7215653960395265
253,TFT_SVR_KNN_ARIMA,0.0006493929485217,0.0249269281181915,0.0189863885612178,0.0285452953763973,0.7282829804113936
254,RF_SVR_KNN_ARIMA,0.0006582662700775,0.0251017017179223,0.0191055807858047,0.0287504006492606,0.7236331063735402
255,HYBRID_GRU_LSTM_TCN_TFT,0.0006294555560695,0.0245386944134547,0.018788696218785,0.0282106271755837,0.7368349679021106
256,HYBRID_GRU_LSTM_TCN_RF,0.000635006607855,0.024651564504324,0.0188528472651648,0.028322081147232,0.7337672846634736
257,HYBRID_GRU_LSTM_TCN_SVR,0.0006248559134299,0.0244501505721762,0.018743017398093,0.0281479518952756,0.7386077986898832
258,HYBRID_GRU_LSTM_TCN_KNN,0.0006285382147157,0.0245169743489947,0.01877837808726,0.0281979186402227,0.7370303917110633
259,HYBRID_GRU_LSTM_TCN_ARIMA,0.0006304123883835,0.0245563543990176,0.0187938573170839,0.0282140295582858,0.7364932646985992
260,HYBRID_GRU_LSTM_TFT_RF,0.0006355276659945,0.0246584208603493,0.0188437394179133,0.0283139204628848,0.7334602822286264
261,HYBRID_GRU_LSTM_TFT_SVR,0.0006252531525735,0.0244550467997399,0.0187324302154375,0.0281374862986726,0.7383643120341193
262,HYBRID_GRU_LSTM_TFT_KNN,0.0006290468428195,0.0245237915452785,0.0187731962854159,0.0281949026445999,0.7367241099699017
263,HYBRID_GRU_LSTM_TFT_ARIMA,0.0006309100045943,0.0245627451123731,0.0187904242910651,0.0282135651288761,0.7361952586632402
264,HYBRID_GRU_LSTM_RF_SVR,0.0006315376922949,0.0245812997586028,0.0188213034411134,0.0282874313191467,0.734981820128284
265,HYBRID_GRU_LSTM_RF_KNN,0.0006346040965479,0.0246370259702101,0.0188380713962686,0.0283085420840371,0.7336625393515696
266,HYBRID_GRU_LSTM_RF_ARIMA,0.0006364480199277,0.0246756355368104,0.0188546340582049,0.0283257310767126,0.733137090980328
267,HYBRID_GRU_LSTM_SVR_KNN,0.0006243472827823,0.0244335434742589,0.0187243862285642,0.0281286853057327,0.7385588765999312
